Organization,Measure,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
Stephens Memorial Hospital,Net Patient Service Revenue,41559482,48919289,54419515,54199842,56391245
Stephens Memorial Hospital,Other Operating Revenue,412737,444037,1238060,701126,1077627
Stephens Memorial Hospital,Total Operating Revenue,41972219,49363326,55657575,54900968,57468872
Stephens Memorial Hospital,Total Operating Expenses,39406490,44082366,51072041,52330558,53218576
Stephens Memorial Hospital,Depreciation and Amortization,2094841,2190666,2090838,2092239,1961693
Stephens Memorial Hospital,Interest,69056,71135,64937,56778,39446
Stephens Memorial Hospital,Advertising Expenses,106830,121156,90082,122124,80202
Stephens Memorial Hospital,Allowed Advertising Expenses,,,,,
Stephens Memorial Hospital,Non-Allowed Advertising Expenses,106830,121156,90082,122124,80202
Stephens Memorial Hospital,Salaries and Benefits,22379158,25919788,30218965,30995676,31416736
Stephens Memorial Hospital,Other Operating Expenses,14756605,15779621,18607219,19063741,19720499
Stephens Memorial Hospital,Net Operating Income,2565729,5280960,4585534,2570410,4250296
Stephens Memorial Hospital,Total Non-operating Revenue,401292,39592,576310,464045,383614
Stephens Memorial Hospital,Total Investment Income,108994,56993,26913,18278,33631
Stephens Memorial Hospital,Interest and Dividends,108994,56993,26913,18278,33631
Stephens Memorial Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Stephens Memorial Hospital,Permanently Impaired Security Writedowns,,,,,
Stephens Memorial Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Stephens Memorial Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Stephens Memorial Hospital,Other Non-Operating Revenues,,,,292298,-17401
Stephens Memorial Hospital,Excess of Revenue over Expenses,2967021,5320552,5161844,3034455,4633910
Stephens Memorial Hospital,Extraordinary Gains/Losses,,,,,
Stephens Memorial Hospital,Total Surplus/Deficit,2967021,5320552,5161844,3034455,4633910
Stephens Memorial Hospital,Total Change in Unrestricted Net Assets,774314,1517871,4409588,-762813,4279348
Stephens Memorial Hospital,Net Assets Released for Restrictions,,,,,
Stephens Memorial Hospital,Unrealized Gains/Losses on Investments,125040,-34521,189066,179164,165582
Stephens Memorial Hospital,Minimum Pension Liability Adjustment,,,,,
Stephens Memorial Hospital,Transfers From/To Affiliates,-2317747,-3699206,-1058322,-3978532,-520144
Stephens Memorial Hospital,Mergers,,,,,
Stephens Memorial Hospital,Consolidations with Support,,,,,
Stephens Memorial Hospital,Other Changes,,-68954,117000,2100,
Waldo County General Hospital,Total Current Assets,10654085,17636125,13058125,15012109,14531402
Waldo County General Hospital,Cash and Investment,3098894,8299255,3940965,5368040,3340388
Waldo County General Hospital,Current Assets Whose Use is Limited,152653,153534,152947,153486,92751
Waldo County General Hospital,Net Patient Accounts Receivable,4811411,6696824,5639738,6489783,7749753
Waldo County General Hospital,Due from Affiliates,,,,,291053
Waldo County General Hospital,Third Party Settlements Receivable,,,,,
Waldo County General Hospital,Other Accounts Receivable,,,,,
Waldo County General Hospital,Inventory,1876650,2005526,2380723,2578577,2594674
Waldo County General Hospital,Other Current Assets,714477,480986,943752,422223,462783
Waldo County General Hospital,Total Non-Current Assets,58524793,60605835,75733703,84952183,86140902
Waldo County General Hospital,Trustee Held Investments,,,,,
Waldo County General Hospital,Board Designated and Undesignated Investments,31115700,35864555,43254462,49336807,49894030
Waldo County General Hospital,Due From Affiliates,,,,,
Waldo County General Hospital,Investments in Affiliates,,,,,
Waldo County General Hospital,Other Non-current Assets,4038138,2863905,7741335,9741206,10310984
Waldo County General Hospital,"Gross Property, Plant and Equipment",,54765521,56090791,61779328,65298741
Waldo County General Hospital,Accumulated Depreciation,31394566,34213416,37041422,39424571,42429166
Waldo County General Hospital,"Net Property, Plant and Equipment",,23370955,21877375,24737906,25874170
Waldo County General Hospital,Total Unrestricted Assets,69178878,78241960,88791828,99964292,100672304
Waldo County General Hospital,Total Current Liabilities,12905346,14211379,14564695,19660152,16543265
Waldo County General Hospital,Current Long Term Debt,,530658,555918,406098,424095
Waldo County General Hospital,Accounts Payable and Accrued Expenses,6688030,6881754,6884089,8016934,7657167
Waldo County General Hospital,Estimated Third Party Settlements,5285103,5901459,6567121,9435717,6268245
Waldo County General Hospital,Due to Affiliates,401555,872248,707387,1783406,2076514
Waldo County General Hospital,Other Current Liabilities,,,,,104471
Waldo County General Hospital,Total Non-current Liabilities,7727885,7857889,9580416,9888693,10731705
Waldo County General Hospital,Long Term Debt,7097885,6547889,6501723,6178134,6052013
Waldo County General Hospital,Estimated Third Party Settlements,,,,,
Waldo County General Hospital,Due to Affiliates,,,,,2247519
Waldo County General Hospital,Self Insurance Fund,,,,,
Waldo County General Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Waldo County General Hospital,Other Non-Current Liabilities,630000,1310000,3078693,3710559,2432173
Waldo County General Hospital,Fund Balance Unrestricted,48545647,56172692,64646717,70415447,73397334
Waldo County General Hospital,Total Liabilities & Equity,69178878,78241960,88791828,99964292,100672304
Waldo County General Hospital,Total Restricted Assets,13294276,12658626,16186429,18416093,20912375
Waldo County General Hospital,Cash and Investments,13294276,12658626,16186429,18416093,20912375
Waldo County General Hospital,Receivables,,,,,
Waldo County General Hospital,Other Assets,,,,,
Waldo County General Hospital,Total Restricted Liabilities and Equity,13294276,12658626,16186429,18416093,20912375
Waldo County General Hospital,Total Restricted Fund Balance,13294276,12658626,16186429,18416093,20912375
Waldo County General Hospital,Total Liabilities,,,,,
Waldo County General Hospital,Temporarily Restricted Net Assets,1546298,1456389,1599224,1654134,1730569
Waldo County General Hospital,Permanently Restricted Net Assets,11747978,11202237,14587205,16761959,19181806
Waldo County General Hospital,Total Gross Patient Service Revenue,,96484694,111301961,112910211,118984918
Waldo County General Hospital,Gross Inpatient Service Revenue,22789903,27675893,25618253,27160285,24771141
Waldo County General Hospital,Gross Outpatient Service Revenue,73694791,83626068,87291958,91824633,95765395
Waldo County General Hospital,Free Care,,,2782100,3314381,3944129
Waldo County General Hospital,Bad Debt,,,,,3245250
Waldo County General Hospital,Contractuals,31296449,37409569,37289859,40196725,38927490
Waldo County General Hospital,Changes in Prior Year Estimated/Final Settlements,-2200000,-4700000,-600000,-2400000,-1500000
Waldo County General Hospital,Net Patient Service Revenue,61360895,71244636,67935223,70715502,71875902
Waldo County General Hospital,Other Operating Revenue,1299096,1268567,2338191,1692752,2662261
Waldo County General Hospital,Total Operating Revenue,62659991,72513203,70273414,72408254,74538163
Waldo County General Hospital,Total Operating Expenses,59180386,64963652,66139205,69877391,74730977
Waldo County General Hospital,Depreciation and Amortization,3068923,3147893,3096520,3081428,3302765
Waldo County General Hospital,Interest,364265,403887,331866,333494,414240
Waldo County General Hospital,Advertising Expenses,40880,43248,61178,-228,14270
Waldo County General Hospital,Allowed Advertising Expenses,40880,43248,61178,-228,14270
Waldo County General Hospital,Non-Allowed Advertising Expenses,,,,,
Waldo County General Hospital,Salaries and Benefits,37119636,40522756,41660166,42547345,44975971
Waldo County General Hospital,Other Operating Expenses,18586682,20845868,20989475,23915352,26023731
Waldo County General Hospital,Net Operating Income,3479605,7549551,4134209,2530863,-192814
Waldo County General Hospital,Total Non-operating Revenue,2324481,1018974,5227390,4687711,4529428
Waldo County General Hospital,Total Investment Income,2209416,792955,5279973,4437150,4431969
Waldo County General Hospital,Interest and Dividends,1084667,1283936,1253487,1317102,1261934
Waldo County General Hospital,Realized Gains/Losses on Sales of Securities,1124749,-490981,4026486,3120048,3170035
Waldo County General Hospital,Permanently Impaired Security Writedowns,,,,,
Waldo County General Hospital,Gains/Losses on Joint Ventures/Equity Investments,12446,93830,-157879,-38871,-135509
Waldo County General Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Waldo County General Hospital,Other Non-Operating Revenues,,,,102619,132189
Waldo County General Hospital,Excess of Revenue over Expenses,5804086,8568525,9361599,7218574,4336614
Waldo County General Hospital,Extraordinary Gains/Losses,,,,,
Waldo County General Hospital,Total Surplus/Deficit,5804086,8568525,9361599,7218574,4336614
Waldo County General Hospital,Total Change in Unrestricted Net Assets,5359058,7627045,8474025,5768730,2981887
Waldo County General Hospital,Net Assets Released for Restrictions,,,2000,,
Waldo County General Hospital,Unrealized Gains/Losses on Investments,,,,,
Waldo County General Hospital,Minimum Pension Liability Adjustment,,,,,
Waldo County General Hospital,Transfers From/To Affiliates,-535494,-941480,-887574,-1449844,-1354727
Waldo County General Hospital,Mergers,,,,,
Waldo County General Hospital,Consolidations with Support,,,,,
Waldo County General Hospital,Other Changes,88466,,,,
York Hospital,Total Current Assets,26579729,30529151,27665409,31575179,29886175
York Hospital,Cash and Investment,3459189,5732030,871178,238890,1218578
York Hospital,Current Assets Whose Use is Limited,1878990,1823447,1733219,1784753,1685735
York Hospital,Net Patient Accounts Receivable,16189290,18036395,20018973,22816269,22254601
York Hospital,Due from Affiliates,,,,,
York Hospital,Third Party Settlements Receivable,,,,1610865,
York Hospital,Other Accounts Receivable,549425,276801,260513,564839,108072
York Hospital,Inventory,3639243,3503742,3748911,3408904,3434214
York Hospital,Other Current Assets,863592,1156736,1032615,1150659,1184975
York Hospital,Total Non-Current Assets,71520759,76985509,80851580,74784897,78982371
York Hospital,Trustee Held Investments,,,,,
York Hospital,Board Designated and Undesignated Investments,22009013,26837417,24706146,25174008,29387005
York Hospital,Due From Affiliates,,,,,
York Hospital,Investments in Affiliates,,,,,
York Hospital,Other Non-current Assets,5577051,4178286,5303201,1373049,1637714
York Hospital,"Gross Property, Plant and Equipment",,98337016,102537548,112630275,114090843
York Hospital,Accumulated Depreciation,54402321,56567742,61788042,65853003,69180598
York Hospital,"Net Property, Plant and Equipment",,43934695,45969806,50842233,48237840
York Hospital,Total Unrestricted Assets,98100488,107514660,108516989,106360076,108868546
York Hospital,Total Current Liabilities,15536468,18195350,21342314,15844763,17343671
York Hospital,Current Long Term Debt,,936000,1487000,1460000,1602301
York Hospital,Accounts Payable and Accrued Expenses,13173533,14833491,15782849,14242462,15801289
York Hospital,Estimated Third Party Settlements,1426935,1874859,4099465,,
York Hospital,Due to Affiliates,,,,,
York Hospital,Other Current Liabilities,,,,,
York Hospital,Total Non-current Liabilities,32633599,27132857,28976269,27171522,23948279
York Hospital,Long Term Debt,20909976,19365604,17877565,18708628,17125493
York Hospital,Estimated Third Party Settlements,,,,,72122
York Hospital,Due to Affiliates,,,,,
York Hospital,Self Insurance Fund,,,,,
York Hospital,Accrued Pension and Post Retiree Health Benefits,10952211,6841260,10211032,7536793,5673108
York Hospital,Other Non-Current Liabilities,771412,925993,887672,926101,1077556
York Hospital,Fund Balance Unrestricted,49930421,62186453,58198406,63343791,67576596
York Hospital,Total Liabilities & Equity,98100488,107514660,108516989,106360076,108868546
York Hospital,Total Restricted Assets,8484005,9160794,8569801,9387385,10896475
York Hospital,Cash and Investments,8484005,9160794,8569801,9387385,10896475
York Hospital,Receivables,,,,,
York Hospital,Other Assets,,,,,
York Hospital,Total Restricted Liabilities and Equity,8484005,9160794,8569801,9387385,10896475
York Hospital,Total Restricted Fund Balance,8484005,9160794,8569801,9387385,10896475
York Hospital,Total Liabilities,,,,,
York Hospital,Temporarily Restricted Net Assets,6201608,6531687,5951564,6507861,7621004
York Hospital,Permanently Restricted Net Assets,2282397,2629107,2618237,2879524,3275471
York Hospital,Total Gross Patient Service Revenue,,282139284,303664055,328015064,330800519
York Hospital,Gross Inpatient Service Revenue,86577348,88234107,87831897,87875947,87377408
York Hospital,Gross Outpatient Service Revenue,195561936,215429948,240183167,242924572,246366462
York Hospital,Free Care,,,4905168,6169914,6124347
York Hospital,Bad Debt,,,,,6331654
York Hospital,Contractuals,132754897,144397690,163602256,169127252,173025151
York Hospital,Changes in Prior Year Estimated/Final Settlements,,,,-1300000,
York Hospital,Net Patient Service Revenue,138147565,146808148,151116751,146971368,144780825
York Hospital,Other Operating Revenue,2802807,2768390,3004073,4936500,3971147
York Hospital,Total Operating Revenue,140950372,149576538,154120824,151907868,148751972
York Hospital,Total Operating Expenses,136999629,146761560,155761918,153607184,151586182
York Hospital,Depreciation and Amortization,5287866,5485695,5534301,4905160,4638105
York Hospital,Interest,1009331,896608,859231,956842,890935
York Hospital,Advertising Expenses,490000,693001,658000,582000,446000
York Hospital,Allowed Advertising Expenses,51074,59816,62453,70050,59263
York Hospital,Non-Allowed Advertising Expenses,438926,633185,595547,511950,386737
York Hospital,Salaries and Benefits,80752435,84315411,89164185,90831072,87063753
York Hospital,Other Operating Expenses,49459997,55370845,59546201,56332110,58547389
York Hospital,Net Operating Income,3950743,2814978,-1641094,-1699316,-2834210
York Hospital,Total Non-operating Revenue,2456613,4452312,278816,3523774,4093013
York Hospital,Total Investment Income,2313861,4275847,-228630,3024207,3891181
York Hospital,Interest and Dividends,452018,172273,82170,11465,37383
York Hospital,Realized Gains/Losses on Sales of Securities,1861843,4103574,-310800,3012742,3853798
York Hospital,Permanently Impaired Security Writedowns,,,,,
York Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
York Hospital,Permanently Impaired Writedowns of Other Assets,-99323,-13082,-67968,-3397,3292
York Hospital,Other Non-Operating Revenues,,,,242075,189547
York Hospital,Excess of Revenue over Expenses,6407356,7267290,-1362278,1824458,1258803
York Hospital,Extraordinary Gains/Losses,,,,,
York Hospital,Total Surplus/Deficit,6407356,7267290,-1362278,1824458,1258803
