Hospital,Measure,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019
St. Joseph Hospital,Free Care,,,4173000,4751000,4471000
St. Joseph Hospital,Bad Debt,,,,,11198000
St. Joseph Hospital,Contractuals,143195000,148396000,167208000,192651000,240791000
St. Joseph Hospital,Changes in Prior Year Estimated/Final Settlements,,,,,
St. Joseph Hospital,Net Patient Service Revenue,120117000,133819000,137033000,136337000,150532000
St. Joseph Hospital,Other Operating Revenue,3243000,1837000,2211000,3429000,4396000
St. Joseph Hospital,Total Operating Revenue,123360000,135656000,139244000,139766000,154928000
St. Joseph Hospital,Total Operating Expenses,121714000,131802000,138371000,152933000,153468000
St. Joseph Hospital,Depreciation and Amortization,4052000,4109000,3907000,3472000,3304000
St. Joseph Hospital,Interest,948000,908000,849000,948000,831000
St. Joseph Hospital,Advertising Expenses,43000,190000,,,
St. Joseph Hospital,Allowed Advertising Expenses,43000,190000,,,
St. Joseph Hospital,Non-Allowed Advertising Expenses,,,,,
St. Joseph Hospital,Salaries and Benefits,63332000,69287000,69333000,68375000,73702000
St. Joseph Hospital,Other Operating Expenses,53339000,57308000,64282000,80138000,75631000
St. Joseph Hospital,Net Operating Income,1646000,3854000,873000,-13167000,1460000
St. Joseph Hospital,Total Non-Operating Revenue,915000,427000,2116000,-223000,661000
St. Joseph Hospital,Total Investment Income,867000,342000,2046000,-168000,294000
St. Joseph Hospital,Interest and Dividends,533000,407000,2046000,-168000,294000
St. Joseph Hospital,Realized Gains/Losses on Sales of Securities,334000,-65000,,,
St. Joseph Hospital,Permanently Impaired Security Writedowns,,,,,
St. Joseph Hospital,Gains/Losses on Joint Ventures/Equity Investments,35000,,,,
St. Joseph Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
St. Joseph Hospital,Other Non-Operating Revenues,,,,13000,85000
St. Joseph Hospital,Excess of Revenue over Expenses,2561000,4281000,2989000,-13390000,2121000
St. Joseph Hospital,Extraordinary Gains/Losses,,,,,
St. Joseph Hospital,Total Surplus/Deficit,2561000,4281000,2989000,-13390000,2121000
St. Joseph Hospital,Total Change in Unrestricted Net Assets,-3232000,5279000,7159000,-13486000,3974000
St. Joseph Hospital,Net Assets Released for Restrictions,,,,,
St. Joseph Hospital,Unrealized Gains/Losses on Investments,-716000,508000,,,
St. Joseph Hospital,Minimum Pension Liability Adjustment,-112000,372000,1091000,-861000,
St. Joseph Hospital,Transfers From/To Affiliates,-4965000,118000,3079000,765000,1853000
St. Joseph Hospital,Mergers,,,,,
St. Joseph Hospital,Consolidations with Support,,,,,
St. Joseph Hospital,Other Changes,,,,,
St. Mary's Regional Medical Center,Total Current Assets,44492000,52681000,54520000,47505000,64276000
St. Mary's Regional Medical Center,Cash and Investment,3541000,6605000,2860000,11789000,8831000
St. Mary's Regional Medical Center,Current Assets Whose Use is Limited,,,2549000,3787000,1437000
St. Mary's Regional Medical Center,Net Patient Accounts Receivable,17893000,18805000,20935000,27201000,30196000
St. Mary's Regional Medical Center,Due from Affiliates,18678000,21109000,22363000,,19112000
St. Mary's Regional Medical Center,Third Party Settlements Receivable,,,,,
St. Mary's Regional Medical Center,Other Accounts Receivable,,,,,1608000
St. Mary's Regional Medical Center,Inventory,1501000,1446000,1825000,1633000,1735000
St. Mary's Regional Medical Center,Other Current Assets,2879000,4716000,3988000,3095000,1357000
St. Mary's Regional Medical Center,Total Non-Current Assets,103491000,98379000,97909000,71892000,73797000
St. Mary's Regional Medical Center,Trustee Held Investments,2099000,,5466000,5400000,4073000
St. Mary's Regional Medical Center,Board Designated and Undesignated Investments,36490000,33151000,30232000,4992000,4954000
St. Mary's Regional Medical Center,Due from Affiliates,,,,,
St. Mary's Regional Medical Center,Investment in Affiliates,2463000,2544000,2680000,2680000,2546000
St. Mary's Regional Medical Center,Other Non-Current Assets,2591000,5037000,21000,,-12000
St. Mary's Regional Medical Center,"Gross Property, Plant and Equipment",,137545000,140633000,147946000,152602000
St. Mary's Regional Medical Center,Accumulated Depreciation,77697000,82986000,88436000,93782000,99319000
St. Mary's Regional Medical Center,"Net Property, Plant and Equipment",,59848000,57647000,59510000,58820000
St. Mary's Regional Medical Center,Total Unrestricted Assets,147983000,151060000,152429000,119397000,138073000
St. Mary's Regional Medical Center,Total Current Liabilities,20925000,21339000,23383000,23844000,32077000
St. Mary's Regional Medical Center,Current Long Term Debt,,2643000,2770000,2655000,16300000
St. Mary's Regional Medical Center,Accounts Payable and Accrued Expenses,17140000,17875000,17125000,23741000,27566000
St. Mary's Regional Medical Center,Estimated Third Party Settlements,342000,694000,3603000,5173000,1198000
St. Mary's Regional Medical Center,Due to Affiliates,,,,-21370000,
St. Mary's Regional Medical Center,Other Current Liabilities,800000,,,,1077000
St. Mary's Regional Medical Center,Total Non-Current Liabilities,42025000,42702000,40462000,32983000,38451000
St. Mary's Regional Medical Center,Long Term Debt,39350000,36470000,40424000,24958000,34973000
St. Mary's Regional Medical Center,Estimated Third Party Settlements,,,,,
St. Mary's Regional Medical Center,Due to Affiliates,,,,8000000,
St. Mary's Regional Medical Center,Self Insurance Fund,,,,,
St. Mary's Regional Medical Center,Accrued Pension and Post Retiree Health Benefits,,,,,
St. Mary's Regional Medical Center,Other Non-Current Liabilities,2675000,6232000,38000,25000,3478000
St. Mary's Regional Medical Center,Fund Balance Unrestricted,85033000,87019000,88584000,62570000,67545000
St. Mary's Regional Medical Center,Total Liabilities & Equity,147983000,151060000,152429000,119397000,138073000
St. Mary's Regional Medical Center,Total Restricted Assets,2036000,5847000,29998000,7806000,9070000
St. Mary's Regional Medical Center,Cash and Investments,2036000,5847000,29998000,7806000,9070000
St. Mary's Regional Medical Center,Receivables,,,,,
St. Mary's Regional Medical Center,Other Assets,,,,,
St. Mary's Regional Medical Center,Total Restricted Liabilities and Equity,2036000,5847000,29998000,7806000,9070000
St. Mary's Regional Medical Center,Total Restricted Fund Balance,2036000,5847000,29998000,7806000,9070000
St. Mary's Regional Medical Center,Total Liabilities,,,,,
St. Mary's Regional Medical Center,Temporarily Restricted Net Assets,1329000,5140000,6201000,7099000,8351000
St. Mary's Regional Medical Center,Permanently Restricted Net Assets,707000,707000,23797000,707000,719000
St. Mary's Regional Medical Center,Total Gross Patient Service Revenue,,419311000,455790000,485206000,527714000
St. Mary's Regional Medical Center,Gross Inpatient Service Revenue,157510000,164460000,156840000,173204000,189378000
St. Mary's Regional Medical Center,Gross Outpatient Service Revenue,261801000,291330000,328366000,354510000,386899000
St. Mary's Regional Medical Center,Free Care,,,10237000,10295000,12290000
St. Mary's Regional Medical Center,Bad Debt,,,,,8606000
St. Mary's Regional Medical Center,Contractuals,243225000,267690000,283149000,323275000,349648000
St. Mary's Regional Medical Center,Changes in Prior Year Estimated/Final Settlements,-1350000,-3200000,,,
St. Mary's Regional Medical Center,Net Patient Service Revenue,158593000,170855000,178940000,178122000,205745000
St. Mary's Regional Medical Center,Other Operating Revenue,17275000,11716000,13609000,16423000,16017000
St. Mary's Regional Medical Center,Total Operating Revenue,175868000,182571000,192549000,194545000,221762000
St. Mary's Regional Medical Center,Total Operating Expenses,177990000,180722000,193544000,217761000,222682000
St. Mary's Regional Medical Center,Depreciation and Amortization,5455000,5361000,5353000,5529000,5657000
St. Mary's Regional Medical Center,Interest,1906000,1870000,1691000,1392000,1875000
St. Mary's Regional Medical Center,Advertising Expenses,507000,350000,293000,11000,
St. Mary's Regional Medical Center,Allowed Advertising Expenses,55000,41000,3000,,
St. Mary's Regional Medical Center,Non-Allowed Advertising Expenses,452000,309000,290000,11000,
St. Mary's Regional Medical Center,Salaries and Benefits,94696000,98126000,105009000,107612000,110763000
St. Mary's Regional Medical Center,Other Operating Expenses,75426000,75015000,81198000,103217000,104387000
St. Mary's Regional Medical Center,Net Operating Income,-2122000,1849000,-995000,-23216000,-920000
St. Mary's Regional Medical Center,Total Non-Operating Revenue,-460000,1849000,2588000,-1679000,104000
St. Mary's Regional Medical Center,Total Investment Income,-481000,1247000,3842000,-305000,339000
St. Mary's Regional Medical Center,Interest and Dividends,-481000,1247000,3842000,-305000,339000
St. Mary's Regional Medical Center,Realized Gains/Losses on Sales of Securities,,,,,
St. Mary's Regional Medical Center,Permanently Impaired Security Writedowns,,,,,
St. Mary's Regional Medical Center,Gains/Losses on Joint Ventures/Equity Investments,,,,,
St. Mary's Regional Medical Center,Permanently Impaired Writedowns of Other Assets,,,,,
St. Mary's Regional Medical Center,Other Non-Operating Revenues,,,,21000,602000
St. Mary's Regional Medical Center,Excess of Revenue over Expenses,-2582000,3698000,1593000,-24895000,-816000
St. Mary's Regional Medical Center,Extraordinary Gains/Losses,,,,,
St. Mary's Regional Medical Center,Total Surplus/Deficit,-2582000,3698000,1593000,-24895000,-816000
St. Mary's Regional Medical Center,Total Change in Unrestricted Net Assets,-4319000,1986000,1565000,-26014000,4975000
St. Mary's Regional Medical Center,Net Assets Released for Restrictions,,,168000,191000,1237000
St. Mary's Regional Medical Center,Unrealized Gains/Losses on Investments,,,,,
St. Mary's Regional Medical Center,Minimum Pension Liability Adjustment,,,,,
St. Mary's Regional Medical Center,Transfers From/To Affiliates,-1905000,-1903000,-1265000,-1259000,5791000
St. Mary's Regional Medical Center,Mergers,,,,,
St. Mary's Regional Medical Center,Consolidations with Support,,,,,
St. Mary's Regional Medical Center,Other Changes,,,,,
Stephens Memorial Hospital,Total Current Assets,24983793,22821601,22487141,27497694,10627574
Stephens Memorial Hospital,Cash and Investment,15333609,13579927,13699915,19157937,344098
Stephens Memorial Hospital,Current Assets Whose Use is Limited,1871561,1020383,1049345,1062996,
Stephens Memorial Hospital,Net Patient Accounts Receivable,6038657,6417310,5834722,5391345,6798647
Stephens Memorial Hospital,Due from Affiliates,,,,,146199
Stephens Memorial Hospital,Third Party Settlements Receivable,,,,,1589337
Stephens Memorial Hospital,Other Accounts Receivable,,,,13504,10590
Stephens Memorial Hospital,Inventory,1189093,1253915,1386744,1340188,1440699
Stephens Memorial Hospital,Other Current Assets,550873,550066,516415,531724,298004
Stephens Memorial Hospital,Total Non-Current Assets,40387882,39418756,40573998,40993182,29912059
Stephens Memorial Hospital,Trustee Held Investments,3472631,15411,94280,,
Stephens Memorial Hospital,Board Designated and Undesignated Investments,7550976,7171507,6422306,6406629,407262
Stephens Memorial Hospital,Due from Affiliates,,,,,
Stephens Memorial Hospital,Investment in Affiliates,4792689,5116221,5748278,6109245,
Stephens Memorial Hospital,Other Non-Current Assets,9286223,6909505,6919337,6560518,6021496
Stephens Memorial Hospital,"Gross Property, Plant and Equipment",,47828684,54459392,57343408,60103213
Stephens Memorial Hospital,Accumulated Depreciation,32543321,34253280,35953611,38186423,40341515
Stephens Memorial Hospital,"Net Property, Plant and Equipment",,15285363,20206112,21389797,21916790
Stephens Memorial Hospital,Total Unrestricted Assets,65371675,62240357,63061139,68490876,40539633
Stephens Memorial Hospital,Total Current Liabilities,14009472,11772173,10407827,14589944,18301166
Stephens Memorial Hospital,Current Long Term Debt,,361547,322785,327782,366589
Stephens Memorial Hospital,Accounts Payable and Accrued Expenses,4970708,4914965,4449436,5264599,5873186
Stephens Memorial Hospital,Estimated Third Party Settlements,7258294,5511455,3774424,5716543,8585430
Stephens Memorial Hospital,Due to Affiliates,1266264,919186,1774148,3181186,916815
Stephens Memorial Hospital,Other Current Liabilities,152659,103782,82037,61027,2554267
Stephens Memorial Hospital,Total Non-Current Liabilities,11736927,9005491,8789552,8128147,6586710
Stephens Memorial Hospital,Long Term Debt,5562324,5239182,4917967,4549492,4185868
Stephens Memorial Hospital,Estimated Third Party Settlements,,,,,
Stephens Memorial Hospital,Due to Affiliates,1940377,2725293,3019020,2755843,2331862
Stephens Memorial Hospital,Self Insurance Fund,,,,,
Stephens Memorial Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Stephens Memorial Hospital,Other Non-Current Liabilities,4234226,1041016,852565,822812,68980
Stephens Memorial Hospital,Fund Balance Unrestricted,39625276,41462693,43863760,45772785,15651757
Stephens Memorial Hospital,Total Liabilities & Equity,65371675,62240357,63061139,68490876,40539633
Stephens Memorial Hospital,Total Restricted Assets,1304827,1332567,1513944,1301895,2336043
Stephens Memorial Hospital,Cash and Investments,1304827,1332567,1513944,1301895,2336043
Stephens Memorial Hospital,Receivables,,,,,
Stephens Memorial Hospital,Other Assets,,,,,
Stephens Memorial Hospital,Total Restricted Liabilities and Equity,1304827,1332567,1513944,1301895,2336043
Stephens Memorial Hospital,Total Restricted Fund Balance,1304827,1332567,1513944,1301895,2336043
Stephens Memorial Hospital,Total Liabilities,,,,,
Stephens Memorial Hospital,Temporarily Restricted Net Assets,746416,774156,955533,743484,1757836
