Hospital,Measure,FY 2020,FY 2021,FY 2022,FY 2023,FY 2024
St. Mary’s Regional Medical Center,Total Restricted Fund Balance,9413000,5846000,5844000,6370000,5857000
St. Mary’s Regional Medical Center,Total Liabilities,,,,,
St. Mary’s Regional Medical Center,Temporarily Restricted Net Assets,7512000,3423000,3693000,3429000,2441000
St. Mary’s Regional Medical Center,Permanently Restricted Net Assets,1901000,2423000,2151000,2941000,3416000
St. Mary’s Regional Medical Center,Total Gross Patient Service Revenue,533787000,641405064,626544000,653628000,613904000
St. Mary’s Regional Medical Center,Gross Inpatient Service Revenue,146738000,187088726,194169000,175843000,163055000
St. Mary’s Regional Medical Center,Gross Outpatient Service Revenue,387049000,454316338,432375000,477785000,450849000
St. Mary’s Regional Medical Center,Free Care (Charity Care),3249000,4754000,4677000,8710000,4512000
St. Mary’s Regional Medical Center,Bad Debt (Provision for Bad Debt),13714000,6418000,9878000,7822000,11112000
St. Mary’s Regional Medical Center,Contractuals,347276000,421362000,418638000,432054000,398983000
St. Mary’s Regional Medical Center,Changes in Prior Year Estimated/Final Settlements,-3979000,-3288000,-2980000,-6369000,-3007000
St. Mary’s Regional Medical Center,Net Patient Service Revenue,173527000,212159064,196331000,211411000,202304000
St. Mary’s Regional Medical Center,Other Operating Revenue,30429000,27793000,16354000,16507000,22444000
St. Mary’s Regional Medical Center,Total Operating Revenue,203956000,239952064,212685000,227918000,224748000
St. Mary’s Regional Medical Center,Total Operating Expenses,216323000,248659000,260737000,259548000,229798000
St. Mary’s Regional Medical Center,Deprecation and Amoritization,5193000,3930000,4380000,4571000,4587000
St. Mary’s Regional Medical Center,Interest,1753000,1368000,1331000,1136000,1256000
St. Mary’s Regional Medical Center,Advertising Expenses,,,,,
St. Mary’s Regional Medical Center,Allowed Advertising Expenses,,,,,
St. Mary’s Regional Medical Center,St.,,,,,
St. Mary’s Regional Medical Center,Non-Allowed Advertising Expenses,,,,,
St. Mary’s Regional Medical Center,Salaries and Benefits,107698000,114827000,116911000,113909000,110350000
St. Mary’s Regional Medical Center,Other Operating Expenses,101679000,128534000,138115000,139932000,113605000
St. Mary’s Regional Medical Center,Net Operating Income,-12367000,-8706936,-48052000,-31630000,-5050000
St. Mary’s Regional Medical Center,Total Non-Operating Revenue,101000,2136000,-463000,-416000,284000
St. Mary’s Regional Medical Center,Total Investment Income,159000,1220000,-478000,-47000,583000
St. Mary’s Regional Medical Center,Interest and Dividends,159000,105000,49000,53000,297000
St. Mary’s Regional Medical Center,Realized Gains/Losses on Sales of Securities,,1115000,-527000,-100000,286000
St. Mary’s Regional Medical Center,Permanently Impaired Security Write Downs,,,,,
St. Mary’s Regional Medical Center,Gains/Losses on Joint Ventures/Equity Investments,,,,,
St. Mary’s Regional Medical Center,Permanently Impaired Writedowns of Other Assets,,,,,
St. Mary’s Regional Medical Center,"Other Non Operating Revenues (Gifts, Bequests,",-58000,916000,15000,-369000,-299000
St. Mary’s Regional Medical Center,Excess of Revenue Over Expenses,-12266000,-6570936,-48515000,-32046000,-4766000
St. Mary’s Regional Medical Center,Extraordinary Gains/Losses,,,,,
St. Mary’s Regional Medical Center,Total Surplus/Deficit,-12266000,-6570936,-48515000,-32046000,-4766000
St. Mary’s Regional Medical Center,Total Change in Unrestricted Net Assets,-15052000,-4647936,-50098000,-30415000,-5375000
St. Mary’s Regional Medical Center,Net Assets Released for Restrictions - Capital,214000,4209000,295000,,
St. Mary’s Regional Medical Center,Unrealized Gains/Losses on Investments,,-1302000,-2503000,-83000,302000
St. Mary’s Regional Medical Center,Minimum Pension Liability Adjustment,,,,,
St. Mary’s Regional Medical Center,Transfers from/To Affiliates,-3000000,,1020000,,-911000
St. Mary’s Regional Medical Center,Mergers,,,,,
St. Mary’s Regional Medical Center,Consolidations with Support Organizations,,,,,
St. Mary’s Regional Medical Center,Other Changes,,-984000,-395000,1714000,
Stephens Memorial Hospital,Total Current Assets,9119009,11107528,15112466,14777736,17053459
Stephens Memorial Hospital,Cash and Investments,42349,3351,3475,42770,9342
Stephens Memorial Hospital,Current Assets Whose Use is Limited,,,,,
Stephens Memorial Hospital,Net Patient Accounts Receivable,5047050,7145591,9162707,10440813,12456716
Stephens Memorial Hospital,Due From Affiliates,35847,49544,65975,81135,112245
Stephens Memorial Hospital,Third Party Settlements,2227334,1860765,3532861,1827861,712861
Stephens Memorial Hospital,Other Accounts Receivable,4305,,,,
Stephens Memorial Hospital,Inventory,1473116,1531528,1648586,1573950,1581253
Stephens Memorial Hospital,Other Current Assets,289008,516749,698862,811207,2181042
Stephens Memorial Hospital,Total Non-Current Assets,35850339,36229688,34260049,29397888,32470834
Stephens Memorial Hospital,Trustee Held Investments,129647,129347,,,
Stephens Memorial Hospital,Board Designated & Undesignated Investments,640346,662432,497474,348010,883518
Stephens Memorial Hospital,Due from Affiliates,,,,,
Stephens Memorial Hospital,Investment in Affiliates,,,,,
Stephens Memorial Hospital,Other Non-Current Assets,4825421,4215767,3606113,,
Stephens Memorial Hospital,"Gross Property, Plant and Equipment (PP&E)",72404170,74888967,76836629,78342920,83510159
Stephens Memorial Hospital,Accumulated Deprecation,42149245,43666825,46680167,49293042,51922843
Stephens Memorial Hospital,"Net Property, Plant and Equipment (PP&E)",30254925,31222142,30156462,29049878,31587316
Stephens Memorial Hospital,Total Unrestricted Assets,44969348,47337216,49372515,44175624,49524293
Stephens Memorial Hospital,Total Current Liabilities,17463613,17335855,15510175,15566574,13814512
Stephens Memorial Hospital,Current Long Term Debt (LTD),389211,424033,,,
Stephens Memorial Hospital,Accounts Payable Plus Accrued Expenses,6667100,4800477,4993512,6933842,7985190
Stephens Memorial Hospital,Estimated Third Party Settlements,7220532,9320591,7959302,6843765,4798086
Stephens Memorial Hospital,Due to Affiliates,1006902,624133,1183820,781575,385684
Stephens Memorial Hospital,Other Current Liabilities,2179868,2166621,1373541,1007392,645552
Stephens Memorial Hospital,Total Non-Current Liabilities,5781638,4926662,1109399,135499,315637
Stephens Memorial Hospital,Long Term Debt (LTD),3801287,3376363,,,
Stephens Memorial Hospital,Estimated Third Party Settlements,,,,,
Stephens Memorial Hospital,Due to Affiliate,1911371,,1040419,,
Stephens Memorial Hospital,Self Insurance Fund,,,,,
Stephens Memorial Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Stephens Memorial Hospital,Other Non-Current Liabilities,68980,1550299,68980,135499,315637
Stephens Memorial Hospital,Fund Balance Unrestricted,21724097,25074699,32752941,28473551,35394144
Stephens Memorial Hospital,Total Liabilities and Equity,44969348,47337216,49372515,44175624,49524293
Stephens Memorial Hospital,Total Restricted Assets,3225316,3250274,3058807,2701788,3441897
Stephens Memorial Hospital,Cash and Investments,3225316,3250274,3058807,2701788,3441897
Stephens Memorial Hospital,Receivables,,,,,
Stephens Memorial Hospital,Other Assets,,,,,
Stephens Memorial Hospital,Total Restricted Liabilities and Equity,3225316,3250274,3058807,2701788,3441897
Stephens Memorial Hospital,Total Restricted Fund Balance,3225316,3250274,3058807,2701788,3441897
Stephens Memorial Hospital,Total Liabilities,,,,,
Stephens Memorial Hospital,Temporarily Restricted Net Assets,2617024,2691864,2558200,2201181,2941290
Stephens Memorial Hospital,Permanently Restricted Net Assets,608292,558410,500607,500607,500607
Stephens Memorial Hospital,Total Gross Patient Service Revenue,127794892,156801016,180875482,210989270,231475029
Stephens Memorial Hospital,Gross Inpatient Service Revenue,23009831,25910224,35845058,37229841,40544179
Stephens Memorial Hospital,Gross Outpatient Service Revenue,104785061,130890792,145030424,173759429,190930850
Stephens Memorial Hospital,Free Care (Charity Care),1591746,704057,808213,1895279,2405006
Stephens Memorial Hospital,Bad Debt (Provision for Bad Debt),5504556,6987867,4910437,7913702,6374488
Stephens Memorial Hospital,Contractuals,48276564,61454494,74860303,92988942,104435140
Stephens Memorial Hospital,Changes in Prior Year Estimated/Final Settlements,,,,,
Stephens Memorial Hospital,Net Patient Service Revenue,72422026,87654598,100296529,108191347,118260395
Stephens Memorial Hospital,Other Operating Revenue,10233117,9329734,11085679,10606861,6883497
Stephens Memorial Hospital,Total Operating Revenue,82655143,96984332,111382208,118798208,125143892
Stephens Memorial Hospital,Total Operating Expenses,77325346,84185787,96318507,103883969,112585472
Stephens Memorial Hospital,Deprecation and Amoritization,3727045,4309911,4390181,4343223,3343492
Stephens Memorial Hospital,Interest,128857,178878,141293,130029,73062
Stephens Memorial Hospital,Advertising Expenses,,,,9,
Stephens Memorial Hospital,Allowed Advertising Expenses,,,,9,
Stephens Memorial Hospital,Non-Allowed Advertising Expenses,,,,,
Stephens Memorial Hospital,Salaries and Benefits,41666863,44986379,48616251,52868930,57626110
Stephens Memorial Hospital,Other Operating Expenses,31802581,34710619,43170782,46541778,51542808
Stephens Memorial Hospital,Net Operating Income,5329797,12798545,15063701,14914239,12558420
Stephens Memorial Hospital,Total Non-Operating Revenue,-166630,-165452,189773,-145416,23615
Stephens Memorial Hospital,Total Investment Income,14250,12244,-8462,1975,-1247
Stephens Memorial Hospital,Interest and Dividends,14250,12244,14845,17398,29371
Stephens Memorial Hospital,Realized Gains/Losses on Sales of Securities,,,-23307,-15423,-30618
Stephens Memorial Hospital,Permanently Impaired Security Write Downs,,,,,
Stephens Memorial Hospital,Gains/Losses on Joint Ventures/Equity Investments,-180880,,570086,,
Stephens Memorial Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Stephens Memorial Hospital,"Other Non Operating Revenues (Gifts, Bequests,",,-177696,-371851,-147391,24862
Stephens Memorial Hospital,Excess of Revenue Over Expenses,5163167,12633093,15253474,14768823,12582035
Stephens Memorial Hospital,Extraordinary Gains/Losses,,,,,
Stephens Memorial Hospital,Total Surplus/Deficit,5163167,12633093,15253474,14768823,12582035
Stephens Memorial Hospital,Total Change in Unrestricted Net Assets,6072339,3350600,7678241,-4279291,6920492
Stephens Memorial Hospital,Net Assets Released for Restrictions - Capital,223037,1865874,177340,1147100,
Stephens Memorial Hospital,Unrealized Gains/Losses on Investments,13340,22164,-81311,55016,102689
Stephens Memorial Hospital,Minimum Pension Liability Adjustment,,,,,
Stephens Memorial Hospital,Transfers from/To Affiliates,672795,-11170531,-7671262,-20250230,-5764232
Stephens Memorial Hospital,Mergers,,,,,
Stephens Memorial Hospital,Consolidations with Support Organizations,,,,,
Stephens Memorial Hospital,Other Changes,,,,,
Waldo County General Hospital,Total Current Assets,18844673,12129094,20179121,17575796,22380577
Waldo County General Hospital,Cash and Investments,805096,299582,719456,659907,226864
Waldo County General Hospital,Current Assets Whose Use is Limited,147491,146323,145756,153834,155459
Waldo County General Hospital,Net Patient Accounts Receivable,7571976,10323939,11314666,15387958,14578511
Waldo County General Hospital,Due From Affiliates,451902,642999,762630,740468,919495
Waldo County General Hospital,Third Party Settlements,8215679,-2666817,4520926,-2230425,4303311
Waldo County General Hospital,Other Accounts Receivable,,,,,
Waldo County General Hospital,Inventory,1375222,1358092,1366746,1388032,1425261
Waldo County General Hospital,Other Current Assets,277307,2024976,1348941,1476022,771676
Waldo County General Hospital,Total Non-Current Assets,73129059,68524404,49958588,45661377,48228466
Waldo County General Hospital,Trustee Held Investments,,,,,
Waldo County General Hospital,Board Designated & Undesignated Investments,26687799,26382635,10487782,10822209,11671689
Waldo County General Hospital,Due from Affiliates,,,,,
Waldo County General Hospital,Investment in Affiliates,,,,,
Waldo County General Hospital,Other Non-Current Assets,6906650,6053334,5223449,1462209,1491176
Waldo County General Hospital,"Gross Property, Plant and Equipment (PP&E)",101999949,103051967,105255108,108305570,114007387
Waldo County General Hospital,Accumulated Deprecation,62465339,66963532,71007751,74928611,78941786
Waldo County General Hospital,"Net Property, Plant and Equipment (PP&E)",39534610,36088435,34247357,33376959,35065601
Waldo County General Hospital,Total Unrestricted Assets,91973732,80653498,70137709,63237173,70609043
Waldo County General Hospital,Total Current Liabilities,9771966,9976372,11867540,18863881,17558592
Waldo County General Hospital,Current Long Term Debt (LTD),424706,450000,499478,524478,549478
Waldo County General Hospital,Accounts Payable Plus Accrued Expenses,8142829,7414543,8588080,9320964,8202860
Waldo County General Hospital,Estimated Third Party Settlements,,791693,1448219,8417553,8465889
Waldo County General Hospital,Due to Affiliates,1156651,1287214,1331763,581061,314365
Waldo County General Hospital,Other Current Liabilities,47780,32922,,19825,26000
Waldo County General Hospital,Total Non-Current Liabilities,6347208,5157009,3899401,1700834,1151356
Waldo County General Hospital,Long Term Debt (LTD),3243746,2759268,2225312,1700834,1151356
Waldo County General Hospital,Estimated Third Party Settlements,,,,,
Waldo County General Hospital,Due to Affiliate,3103462,2397741,1674089,,
Waldo County General Hospital,Self Insurance Fund,,,,,
Waldo County General Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Waldo County General Hospital,Other Non-Current Liabilities,,,,,
Waldo County General Hospital,Fund Balance Unrestricted,75854558,65520117,54370768,42672458,51899095
